## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT Pool20.sorted.bam --OUTPUT Pool20.sorted.bamdeDup.bam --METRICS_FILE Pool20.sorted.bam_deDupMetrics.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 04 11:29:59 AST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Zostera	100939	123833532	587882	15091693	58677	16855802	1875813	0.136298	454907582

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.013383	92475398	0	93870295
2.0	1.785267	12520438	1788561	11513239
3.0	2.373201	1691796	41931	1379249
4.0	2.821025	236683	1092	175164
5.0	3.162127	38482	22	27550
6.0	3.421941	8758	4	6899
7.0	3.619839	3075	1	2636
8.0	3.770575	1432	0	1214
9.0	3.885389	705	0	653
10.0	3.972842	438	0	377
11.0	4.039453	218	0	187
12.0	4.090191	131	0	115
13.0	4.128837	82	0	75
14.0	4.158273	39	0	36
15.0	4.180695	30	0	20
16.0	4.197773	10	0	8
17.0	4.210781	4	0	4
18.0	4.220689	3	0	2
19.0	4.228236	4	0	4
20.0	4.233985	2	0	1
21.0	4.238363	1	0	1
22.0	4.241698	0	0	0
23.0	4.244239	1	0	1
24.0	4.246173	0	0	0
25.0	4.247647	0	0	0
26.0	4.24877	0	0	0
27.0	4.249625	0	0	0
28.0	4.250276	0	0	0
29.0	4.250772	0	0	0
30.0	4.25115	0	0	0
31.0	4.251438	0	0	0
32.0	4.251657	0	0	0
33.0	4.251824	0	0	0
34.0	4.251951	0	0	0
35.0	4.252048	0	0	0
36.0	4.252122	0	0	0
37.0	4.252178	0	0	0
38.0	4.252221	0	0	0
39.0	4.252254	0	0	0
40.0	4.252278	0	0	0
41.0	4.252297	0	0	0
42.0	4.252312	0	0	0
43.0	4.252323	0	0	0
44.0	4.252331	0	0	0
45.0	4.252337	0	0	0
46.0	4.252342	0	0	0
47.0	4.252346	0	0	0
48.0	4.252349	0	0	0
49.0	4.252351	0	0	0
50.0	4.252353	0	0	0
51.0	4.252354	0	0	0
52.0	4.252355	0	0	0
53.0	4.252355	0	0	0
54.0	4.252356	0	0	0
55.0	4.252356	0	0	0
56.0	4.252357	0	0	0
57.0	4.252357	0	0	0
58.0	4.252357	0	0	0
59.0	4.252357	0	0	0
60.0	4.252357	0	0	0
61.0	4.252358	0	0	0
62.0	4.252358	0	0	0
63.0	4.252358	0	0	0
64.0	4.252358	0	0	0
65.0	4.252358	0	0	0
66.0	4.252358	0	0	0
67.0	4.252358	0	0	0
68.0	4.252358	0	0	0
69.0	4.252358	0	0	0
70.0	4.252358	0	0	0
71.0	4.252358	0	0	0
72.0	4.252358	0	0	0
73.0	4.252358	0	0	0
74.0	4.252358	0	0	0
75.0	4.252358	0	0	0
76.0	4.252358	0	0	0
77.0	4.252358	0	0	0
78.0	4.252358	0	0	0
79.0	4.252358	0	0	0
80.0	4.252358	0	0	0
81.0	4.252358	0	0	0
82.0	4.252358	0	0	0
83.0	4.252358	0	0	0
84.0	4.252358	0	0	0
85.0	4.252358	0	0	0
86.0	4.252358	0	0	0
87.0	4.252358	0	0	0
88.0	4.252358	0	0	0
89.0	4.252358	0	0	0
90.0	4.252358	0	0	0
91.0	4.252358	0	0	0
92.0	4.252358	0	0	0
93.0	4.252358	0	0	0
94.0	4.252358	0	0	0
95.0	4.252358	0	0	0
96.0	4.252358	0	0	0
97.0	4.252358	0	0	0
98.0	4.252358	0	0	0
99.0	4.252358	0	0	0
100.0	4.252358	0	0	0

