## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT Pool18.sorted.bam --OUTPUT Pool18.sorted.bamdeDup.bam --METRICS_FILE Pool18.sorted.bam_deDupMetrics.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 04 11:29:58 AST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Zostera	111135	91925240	463850	7753267	73149	14808744	1493995	0.161396	276147970

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.013925	64752927	0	65799994
2.0	1.740761	10339518	1421241	9636162
3.0	2.261796	1684526	34876	1421702
4.0	2.635301	277838	966	214298
5.0	2.90305	48483	26	34805
6.0	3.094986	9448	0	6577
7.0	3.232577	2316	0	1808
8.0	3.331209	718	0	525
9.0	3.401914	348	0	309
10.0	3.452599	183	0	159
11.0	3.488932	91	0	72
12.0	3.514978	49	0	42
13.0	3.533649	17	0	12
14.0	3.547034	16	0	17
15.0	3.556628	8	0	9
16.0	3.563506	6	0	1
17.0	3.568437	1	0	2
18.0	3.571971	1	0	0
19.0	3.574505	0	0	1
20.0	3.576321	1	0	0
21.0	3.577623	1	0	1
22.0	3.578557	0	0	0
23.0	3.579226	0	0	0
24.0	3.579705	0	0	0
25.0	3.580049	0	0	0
26.0	3.580296	0	0	0
27.0	3.580472	0	0	0
28.0	3.580599	0	0	0
29.0	3.58069	0	0	0
30.0	3.580755	0	0	0
31.0	3.580801	0	0	0
32.0	3.580835	0	0	0
33.0	3.580859	0	0	0
34.0	3.580876	0	0	0
35.0	3.580888	0	0	0
36.0	3.580897	0	0	0
37.0	3.580904	0	0	0
38.0	3.580908	0	0	0
39.0	3.580911	0	0	0
40.0	3.580914	0	0	0
41.0	3.580915	0	0	0
42.0	3.580917	0	0	0
43.0	3.580917	0	0	0
44.0	3.580918	0	0	0
45.0	3.580918	0	0	0
46.0	3.580919	0	0	0
47.0	3.580919	0	0	0
48.0	3.580919	0	0	0
49.0	3.580919	0	0	0
50.0	3.580919	0	0	0
51.0	3.580919	0	0	0
52.0	3.580919	0	0	0
53.0	3.580919	0	0	0
54.0	3.58092	0	0	0
55.0	3.58092	0	0	0
56.0	3.58092	0	0	0
57.0	3.58092	0	0	0
58.0	3.58092	0	0	0
59.0	3.58092	0	0	0
60.0	3.58092	0	0	0
61.0	3.58092	0	0	0
62.0	3.58092	0	0	0
63.0	3.58092	0	0	0
64.0	3.58092	0	0	0
65.0	3.58092	0	0	0
66.0	3.58092	0	0	0
67.0	3.58092	0	0	0
68.0	3.58092	0	0	0
69.0	3.58092	0	0	0
70.0	3.58092	0	0	0
71.0	3.58092	0	0	0
72.0	3.58092	0	0	0
73.0	3.58092	0	0	0
74.0	3.58092	0	0	0
75.0	3.58092	0	0	0
76.0	3.58092	0	0	0
77.0	3.58092	0	0	0
78.0	3.58092	0	0	0
79.0	3.58092	0	0	0
80.0	3.58092	0	0	0
81.0	3.58092	0	0	0
82.0	3.58092	0	0	0
83.0	3.58092	0	0	0
84.0	3.58092	0	0	0
85.0	3.58092	0	0	0
86.0	3.58092	0	0	0
87.0	3.58092	0	0	0
88.0	3.58092	0	0	0
89.0	3.58092	0	0	0
90.0	3.58092	0	0	0
91.0	3.58092	0	0	0
92.0	3.58092	0	0	0
93.0	3.58092	0	0	0
94.0	3.58092	0	0	0
95.0	3.58092	0	0	0
96.0	3.58092	0	0	0
97.0	3.58092	0	0	0
98.0	3.58092	0	0	0
99.0	3.58092	0	0	0
100.0	3.58092	0	0	0

