## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT Pool10.sorted.bam --OUTPUT Pool10.sorted.bamdeDup.bam --METRICS_FILE Pool10.sorted.bam_deDupMetrics.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 04 11:29:58 AST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Zostera	110017	100520410	599234	32115391	66561	18002206	1618309	0.179323	264545268

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.013453	67938419	0	69002770
2.0	1.706532	11830807	1534933	11171835
3.0	2.180515	2220236	39878	1926843
4.0	2.504661	421445	1141	336907
5.0	2.726338	82691	48	61726
6.0	2.877938	17393	1	12539
7.0	2.981614	4364	0	3307
8.0	3.052516	1532	0	1196
9.0	3.101005	686	0	537
10.0	3.134165	295	0	254
11.0	3.156843	132	0	127
12.0	3.172351	100	0	80
13.0	3.182957	53	0	44
14.0	3.190211	17	0	12
15.0	3.195171	11	0	11
16.0	3.198563	10	0	5
17.0	3.200883	6	0	4
18.0	3.20247	2	0	2
19.0	3.203555	1	0	1
20.0	3.204297	2	0	3
21.0	3.204804	1	0	0
22.0	3.205151	0	0	0
23.0	3.205388	0	0	0
24.0	3.205551	0	0	0
25.0	3.205662	0	0	1
26.0	3.205738	1	0	0
27.0	3.20579	0	0	0
28.0	3.205825	0	0	0
29.0	3.205849	0	0	0
30.0	3.205866	0	0	0
31.0	3.205877	0	0	0
32.0	3.205885	0	0	0
33.0	3.20589	0	0	0
34.0	3.205894	0	0	0
35.0	3.205897	0	0	0
36.0	3.205898	0	0	0
37.0	3.205899	0	0	0
38.0	3.2059	0	0	0
39.0	3.205901	0	0	0
40.0	3.205901	0	0	0
41.0	3.205901	0	0	0
42.0	3.205902	0	0	0
43.0	3.205902	0	0	0
44.0	3.205902	0	0	0
45.0	3.205902	0	0	0
46.0	3.205902	0	0	0
47.0	3.205902	0	0	0
48.0	3.205902	0	0	0
49.0	3.205902	0	0	0
50.0	3.205902	0	0	0
51.0	3.205902	0	0	0
52.0	3.205902	0	0	0
53.0	3.205902	0	0	0
54.0	3.205902	0	0	0
55.0	3.205902	0	0	0
56.0	3.205902	0	0	0
57.0	3.205902	0	0	0
58.0	3.205902	0	0	0
59.0	3.205902	0	0	0
60.0	3.205902	0	0	0
61.0	3.205902	0	0	0
62.0	3.205902	0	0	0
63.0	3.205902	0	0	0
64.0	3.205902	0	0	0
65.0	3.205902	0	0	0
66.0	3.205902	0	0	0
67.0	3.205902	0	0	0
68.0	3.205902	0	0	0
69.0	3.205902	0	0	0
70.0	3.205902	0	0	0
71.0	3.205902	0	0	0
72.0	3.205902	0	0	0
73.0	3.205902	0	0	0
74.0	3.205902	0	0	0
75.0	3.205902	0	0	0
76.0	3.205902	0	0	0
77.0	3.205902	0	0	0
78.0	3.205902	0	0	0
79.0	3.205902	0	0	0
80.0	3.205902	0	0	0
81.0	3.205902	0	0	0
82.0	3.205902	0	0	0
83.0	3.205902	0	0	0
84.0	3.205902	0	0	0
85.0	3.205902	0	0	0
86.0	3.205902	0	0	0
87.0	3.205902	0	0	0
88.0	3.205902	0	0	0
89.0	3.205902	0	0	0
90.0	3.205902	0	0	0
91.0	3.205902	0	0	0
92.0	3.205902	0	0	0
93.0	3.205902	0	0	0
94.0	3.205902	0	0	0
95.0	3.205902	0	0	0
96.0	3.205902	0	0	0
97.0	3.205902	0	0	0
98.0	3.205902	0	0	0
99.0	3.205902	0	0	0
100.0	3.205902	0	0	0

