## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT Pool19.sorted.bam --OUTPUT Pool19.sorted.bamdeDup.bam --METRICS_FILE Pool19.sorted.bam_deDupMetrics.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 04 11:29:59 AST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Zostera	113435	89816086	489391	13306669	72261	13645592	1322360	0.152234	287500222

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.012732	64656920	0	65597583
2.0	1.753734	9724651	1261801	9081123
3.0	2.295914	1505550	29102	1275979
4.0	2.692621	236041	753	181949
5.0	2.982885	38209	24	27456
6.0	3.195268	6963	0	4814
7.0	3.350665	1514	0	1086
8.0	3.464367	396	0	298
9.0	3.547561	135	0	121
10.0	3.608433	64	0	47
11.0	3.652973	27	0	20
12.0	3.685561	15	0	10
13.0	3.709406	2	0	2
14.0	3.726853	4	0	3
15.0	3.739619	1	0	1
16.0	3.748959	2	0	2
17.0	3.755793	0	0	0
18.0	3.760794	0	0	0
19.0	3.764453	0	0	0
20.0	3.76713	0	0	0
21.0	3.769089	0	0	0
22.0	3.770522	0	0	0
23.0	3.771571	0	0	0
24.0	3.772338	0	0	0
25.0	3.772899	0	0	0
26.0	3.77331	0	0	0
27.0	3.773611	0	0	0
28.0	3.773831	0	0	0
29.0	3.773992	0	0	0
30.0	3.774109	0	0	0
31.0	3.774195	0	0	0
32.0	3.774258	0	0	0
33.0	3.774305	0	0	0
34.0	3.774338	0	0	0
35.0	3.774363	0	0	0
36.0	3.774381	0	0	0
37.0	3.774394	0	0	0
38.0	3.774404	0	0	0
39.0	3.774411	0	0	0
40.0	3.774416	0	0	0
41.0	3.77442	0	0	0
42.0	3.774423	0	0	0
43.0	3.774425	0	0	0
44.0	3.774426	0	0	0
45.0	3.774427	0	0	0
46.0	3.774428	0	0	0
47.0	3.774429	0	0	0
48.0	3.774429	0	0	0
49.0	3.774429	0	0	0
50.0	3.77443	0	0	0
51.0	3.77443	0	0	0
52.0	3.77443	0	0	0
53.0	3.77443	0	0	0
54.0	3.77443	0	0	0
55.0	3.77443	0	0	0
56.0	3.77443	0	0	0
57.0	3.77443	0	0	0
58.0	3.77443	0	0	0
59.0	3.77443	0	0	0
60.0	3.77443	0	0	0
61.0	3.77443	0	0	0
62.0	3.77443	0	0	0
63.0	3.77443	0	0	0
64.0	3.77443	0	0	0
65.0	3.77443	0	0	0
66.0	3.77443	0	0	0
67.0	3.77443	0	0	0
68.0	3.77443	0	0	0
69.0	3.77443	0	0	0
70.0	3.77443	0	0	0
71.0	3.77443	0	0	0
72.0	3.77443	0	0	0
73.0	3.77443	0	0	0
74.0	3.77443	0	0	0
75.0	3.77443	0	0	0
76.0	3.77443	0	0	0
77.0	3.77443	0	0	0
78.0	3.77443	0	0	0
79.0	3.77443	0	0	0
80.0	3.77443	0	0	0
81.0	3.77443	0	0	0
82.0	3.77443	0	0	0
83.0	3.77443	0	0	0
84.0	3.77443	0	0	0
85.0	3.77443	0	0	0
86.0	3.77443	0	0	0
87.0	3.77443	0	0	0
88.0	3.77443	0	0	0
89.0	3.77443	0	0	0
90.0	3.77443	0	0	0
91.0	3.77443	0	0	0
92.0	3.77443	0	0	0
93.0	3.77443	0	0	0
94.0	3.77443	0	0	0
95.0	3.77443	0	0	0
96.0	3.77443	0	0	0
97.0	3.77443	0	0	0
98.0	3.77443	0	0	0
99.0	3.77443	0	0	0
100.0	3.77443	0	0	0

