## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT Pool13.sorted.bam --OUTPUT Pool13.sorted.bamdeDup.bam --METRICS_FILE Pool13.sorted.bam_deDupMetrics.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 04 11:29:58 AST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Zostera	84323	119682633	750350	13113111	47973	17986770	1798204	0.150435	388947866

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.013029	86590265	0	87871200
2.0	1.757736	12736841	1713096	11856924
3.0	2.305192	1970455	40808	1660298
4.0	2.707644	319340	1120	247434
5.0	3.003497	58074	33	43304
6.0	3.220988	13200	0	10294
7.0	3.380872	4355	0	3572
8.0	3.498407	1744	0	1471
9.0	3.584811	803	0	694
10.0	3.648329	390	0	339
11.0	3.695023	181	0	152
12.0	3.729349	93	0	80
13.0	3.754583	61	0	48
14.0	3.773133	34	0	29
15.0	3.78677	7	0	7
16.0	3.796795	7	0	8
17.0	3.804165	7	0	5
18.0	3.809582	3	0	1
19.0	3.813565	1	0	1
20.0	3.816493	1	0	1
21.0	3.818645	0	0	0
22.0	3.820227	1	0	1
23.0	3.82139	0	0	0
24.0	3.822245	0	0	0
25.0	3.822874	0	0	0
26.0	3.823336	0	0	0
27.0	3.823676	0	0	0
28.0	3.823925	0	0	0
29.0	3.824109	0	0	0
30.0	3.824244	0	0	0
31.0	3.824343	0	0	0
32.0	3.824416	0	0	0
33.0	3.82447	0	0	0
34.0	3.824509	0	0	0
35.0	3.824538	0	0	0
36.0	3.824559	0	0	0
37.0	3.824575	0	0	0
38.0	3.824586	0	0	0
39.0	3.824595	0	0	0
40.0	3.824601	0	0	0
41.0	3.824606	0	0	0
42.0	3.824609	0	0	0
43.0	3.824612	0	0	0
44.0	3.824613	0	0	0
45.0	3.824615	0	0	0
46.0	3.824616	0	0	0
47.0	3.824616	0	0	0
48.0	3.824617	0	0	0
49.0	3.824617	0	0	0
50.0	3.824618	0	0	0
51.0	3.824618	0	0	0
52.0	3.824618	0	0	0
53.0	3.824618	0	0	0
54.0	3.824618	0	0	0
55.0	3.824618	0	0	0
56.0	3.824618	0	0	0
57.0	3.824618	0	0	0
58.0	3.824618	0	0	0
59.0	3.824618	0	0	0
60.0	3.824618	0	0	0
61.0	3.824618	0	0	0
62.0	3.824618	0	0	0
63.0	3.824618	0	0	0
64.0	3.824618	0	0	0
65.0	3.824618	0	0	0
66.0	3.824618	0	0	0
67.0	3.824618	0	0	0
68.0	3.824618	0	0	0
69.0	3.824618	0	0	0
70.0	3.824618	0	0	0
71.0	3.824618	0	0	0
72.0	3.824618	0	0	0
73.0	3.824618	0	0	0
74.0	3.824618	0	0	0
75.0	3.824618	0	0	0
76.0	3.824618	0	0	0
77.0	3.824618	0	0	0
78.0	3.824618	0	0	0
79.0	3.824618	0	0	0
80.0	3.824618	0	0	0
81.0	3.824618	0	0	0
82.0	3.824618	0	0	0
83.0	3.824618	0	0	0
84.0	3.824618	0	0	0
85.0	3.824618	0	0	0
86.0	3.824618	0	0	0
87.0	3.824618	0	0	0
88.0	3.824618	0	0	0
89.0	3.824618	0	0	0
90.0	3.824618	0	0	0
91.0	3.824618	0	0	0
92.0	3.824618	0	0	0
93.0	3.824618	0	0	0
94.0	3.824618	0	0	0
95.0	3.824618	0	0	0
96.0	3.824618	0	0	0
97.0	3.824618	0	0	0
98.0	3.824618	0	0	0
99.0	3.824618	0	0	0
100.0	3.824618	0	0	0

