## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT Pool17.sorted.bam --OUTPUT Pool17.sorted.bamdeDup.bam --METRICS_FILE Pool17.sorted.bam_deDupMetrics.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 04 11:29:59 AST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Zostera	183402	73729737	454460	31472268	124430	12766389	1178561	0.173779	202231824

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.013465	50548813	0	51335706
2.0	1.717305	8512299	1118577	8014792
3.0	2.206113	1546421	28702	1334871
4.0	2.545584	285577	820	226331
5.0	2.781343	54380	30	40033
6.0	2.945075	11369	0	8187
7.0	3.058785	2856	0	2091
8.0	3.137755	846	0	690
9.0	3.192598	399	0	313
10.0	3.230687	184	0	161
11.0	3.257139	99	0	83
12.0	3.275509	52	0	46
13.0	3.288267	28	0	23
14.0	3.297128	13	0	11
15.0	3.303281	5	0	4
16.0	3.307555	4	0	3
17.0	3.310522	2	0	2
18.0	3.312584	1	0	1
19.0	3.314015	0	0	0
20.0	3.315009	0	0	0
21.0	3.3157	0	0	0
22.0	3.316179	0	0	0
23.0	3.316512	0	0	0
24.0	3.316743	0	0	0
25.0	3.316904	0	0	0
26.0	3.317015	0	0	0
27.0	3.317093	0	0	0
28.0	3.317147	0	0	0
29.0	3.317184	0	0	0
30.0	3.31721	0	0	0
31.0	3.317228	0	0	0
32.0	3.317241	0	0	0
33.0	3.317249	0	0	0
34.0	3.317255	0	0	0
35.0	3.317259	0	0	0
36.0	3.317262	0	0	0
37.0	3.317264	0	0	0
38.0	3.317266	0	0	0
39.0	3.317267	0	0	0
40.0	3.317267	0	0	0
41.0	3.317268	0	0	0
42.0	3.317268	0	0	0
43.0	3.317268	0	0	0
44.0	3.317269	0	0	0
45.0	3.317269	0	0	0
46.0	3.317269	0	0	0
47.0	3.317269	0	0	0
48.0	3.317269	0	0	0
49.0	3.317269	0	0	0
50.0	3.317269	0	0	0
51.0	3.317269	0	0	0
52.0	3.317269	0	0	0
53.0	3.317269	0	0	0
54.0	3.317269	0	0	0
55.0	3.317269	0	0	0
56.0	3.317269	0	0	0
57.0	3.317269	0	0	0
58.0	3.317269	0	0	0
59.0	3.317269	0	0	0
60.0	3.317269	0	0	0
61.0	3.317269	0	0	0
62.0	3.317269	0	0	0
63.0	3.317269	0	0	0
64.0	3.317269	0	0	0
65.0	3.317269	0	0	0
66.0	3.317269	0	0	0
67.0	3.317269	0	0	0
68.0	3.317269	0	0	0
69.0	3.317269	0	0	0
70.0	3.317269	0	0	0
71.0	3.317269	0	0	0
72.0	3.317269	0	0	0
73.0	3.317269	0	0	0
74.0	3.317269	0	0	0
75.0	3.317269	0	0	0
76.0	3.317269	0	0	0
77.0	3.317269	0	0	0
78.0	3.317269	0	0	0
79.0	3.317269	0	0	0
80.0	3.317269	0	0	0
81.0	3.317269	0	0	0
82.0	3.317269	0	0	0
83.0	3.317269	0	0	0
84.0	3.317269	0	0	0
85.0	3.317269	0	0	0
86.0	3.317269	0	0	0
87.0	3.317269	0	0	0
88.0	3.317269	0	0	0
89.0	3.317269	0	0	0
90.0	3.317269	0	0	0
91.0	3.317269	0	0	0
92.0	3.317269	0	0	0
93.0	3.317269	0	0	0
94.0	3.317269	0	0	0
95.0	3.317269	0	0	0
96.0	3.317269	0	0	0
97.0	3.317269	0	0	0
98.0	3.317269	0	0	0
99.0	3.317269	0	0	0
100.0	3.317269	0	0	0

