## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT Pool14.sorted.bam --OUTPUT Pool14.sorted.bamdeDup.bam --METRICS_FILE Pool14.sorted.bam_deDupMetrics.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 04 11:29:58 AST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Zostera	83630	104741855	598386	17593646	42467	13858554	1628454	0.132461	399583270

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.013815	78897001	0	80115084
2.0	1.793856	10390369	1550172	9506364
3.0	2.39403	1373234	37567	1101683
4.0	2.855812	184829	1004	132981
5.0	3.211113	28411	34	19800
6.0	3.484486	5997	0	4498
7.0	3.694822	1979	0	1625
8.0	3.856658	769	0	667
9.0	3.981176	372	0	327
10.0	4.076982	188	0	146
11.0	4.150697	81	0	70
12.0	4.207413	34	0	25
13.0	4.251052	18	0	13
14.0	4.284628	7	0	10
15.0	4.310462	7	0	4
16.0	4.330339	2	0	1
17.0	4.345632	1	0	1
18.0	4.357399	0	0	1
19.0	4.366453	1	0	0
20.0	4.373419	0	0	0
21.0	4.378779	0	0	0
22.0	4.382903	0	0	0
23.0	4.386076	0	0	0
24.0	4.388517	1	0	1
25.0	4.390396	0	0	0
26.0	4.391841	0	0	0
27.0	4.392953	0	0	0
28.0	4.393808	0	0	0
29.0	4.394467	0	0	0
30.0	4.394973	0	0	0
31.0	4.395363	0	0	0
32.0	4.395663	0	0	0
33.0	4.395893	0	0	0
34.0	4.396071	0	0	0
35.0	4.396208	0	0	0
36.0	4.396313	0	0	0
37.0	4.396393	0	0	0
38.0	4.396456	0	0	0
39.0	4.396504	0	0	0
40.0	4.39654	0	0	0
41.0	4.396569	0	0	0
42.0	4.396591	0	0	0
43.0	4.396607	0	0	0
44.0	4.39662	0	0	0
45.0	4.39663	0	0	0
46.0	4.396638	0	0	0
47.0	4.396644	0	0	0
48.0	4.396648	0	0	0
49.0	4.396652	0	0	0
50.0	4.396654	0	0	0
51.0	4.396656	0	0	0
52.0	4.396658	0	0	0
53.0	4.396659	0	0	0
54.0	4.39666	0	0	0
55.0	4.396661	0	0	0
56.0	4.396661	0	0	0
57.0	4.396662	0	0	0
58.0	4.396662	0	0	0
59.0	4.396662	0	0	0
60.0	4.396663	0	0	0
61.0	4.396663	0	0	0
62.0	4.396663	0	0	0
63.0	4.396663	0	0	0
64.0	4.396663	0	0	0
65.0	4.396663	0	0	0
66.0	4.396663	0	0	0
67.0	4.396663	0	0	0
68.0	4.396663	0	0	0
69.0	4.396663	0	0	0
70.0	4.396663	0	0	0
71.0	4.396663	0	0	0
72.0	4.396663	0	0	0
73.0	4.396663	0	0	0
74.0	4.396663	0	0	0
75.0	4.396663	0	0	0
76.0	4.396663	0	0	0
77.0	4.396663	0	0	0
78.0	4.396663	0	0	0
79.0	4.396663	0	0	0
80.0	4.396663	0	0	0
81.0	4.396663	0	0	0
82.0	4.396663	0	0	0
83.0	4.396663	0	0	0
84.0	4.396663	0	0	0
85.0	4.396663	0	0	0
86.0	4.396663	0	0	0
87.0	4.396663	0	0	0
88.0	4.396663	0	0	0
89.0	4.396663	0	0	0
90.0	4.396663	0	0	0
91.0	4.396663	0	0	0
92.0	4.396663	0	0	0
93.0	4.396663	0	0	0
94.0	4.396663	0	0	0
95.0	4.396663	0	0	0
96.0	4.396663	0	0	0
97.0	4.396663	0	0	0
98.0	4.396663	0	0	0
99.0	4.396663	0	0	0
100.0	4.396663	0	0	0

