## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT Pool4.sorted.bam --OUTPUT Pool4.sorted.bamdeDup.bam --METRICS_FILE Pool4.sorted.bam_deDupMetrics.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 04 11:29:59 AST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Zostera	201093	193506421	946668	25368049	138377	30919353	2907987	0.160059	583222440

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.012868	136924358	0	138946237
2.0	1.739741	21387222	2770191	20040837
3.0	2.261374	3525486	66188	3012308
4.0	2.635718	597998	1749	471332
5.0	2.904362	110558	42	82928
6.0	3.097152	25020	1	19349
7.0	3.235505	8075	0	6612
8.0	3.334793	3535	0	3116
9.0	3.406045	1881	0	1678
10.0	3.457179	1082	0	1017
11.0	3.493875	667	0	603
12.0	3.520209	421	0	392
13.0	3.539107	281	0	246
14.0	3.55267	171	0	154
15.0	3.562403	107	0	86
16.0	3.569387	66	0	53
17.0	3.5744	59	0	50
18.0	3.577997	26	0	27
19.0	3.580578	25	0	19
20.0	3.582431	9	0	8
21.0	3.58376	7	0	5
22.0	3.584714	5	0	4
23.0	3.585399	4	0	4
24.0	3.58589	1	0	1
25.0	3.586243	1	0	0
26.0	3.586496	1	0	0
27.0	3.586678	1	0	1
28.0	3.586808	0	0	0
29.0	3.586901	0	0	0
30.0	3.586969	0	0	0
31.0	3.587017	1	0	1
32.0	3.587051	0	0	0
33.0	3.587076	0	0	0
34.0	3.587094	0	0	0
35.0	3.587107	0	0	0
36.0	3.587116	0	0	0
37.0	3.587122	0	0	0
38.0	3.587127	0	0	0
39.0	3.587131	0	0	0
40.0	3.587133	0	0	0
41.0	3.587135	0	0	0
42.0	3.587136	0	0	0
43.0	3.587137	0	0	0
44.0	3.587138	0	0	0
45.0	3.587138	0	0	0
46.0	3.587138	0	0	0
47.0	3.587139	0	0	0
48.0	3.587139	0	0	0
49.0	3.587139	0	0	0
50.0	3.587139	0	0	0
51.0	3.587139	0	0	0
52.0	3.587139	0	0	0
53.0	3.587139	0	0	0
54.0	3.587139	0	0	0
55.0	3.587139	0	0	0
56.0	3.587139	0	0	0
57.0	3.587139	0	0	0
58.0	3.587139	0	0	0
59.0	3.587139	0	0	0
60.0	3.587139	0	0	0
61.0	3.587139	0	0	0
62.0	3.587139	0	0	0
63.0	3.587139	0	0	0
64.0	3.587139	0	0	0
65.0	3.587139	0	0	0
66.0	3.587139	0	0	0
67.0	3.587139	0	0	0
68.0	3.587139	0	0	0
69.0	3.587139	0	0	0
70.0	3.587139	0	0	0
71.0	3.587139	0	0	0
72.0	3.587139	0	0	0
73.0	3.587139	0	0	0
74.0	3.587139	0	0	0
75.0	3.587139	0	0	0
76.0	3.587139	0	0	0
77.0	3.587139	0	0	0
78.0	3.587139	0	0	0
79.0	3.587139	0	0	0
80.0	3.587139	0	0	0
81.0	3.587139	0	0	0
82.0	3.587139	0	0	0
83.0	3.587139	0	0	0
84.0	3.587139	0	0	0
85.0	3.587139	0	0	0
86.0	3.587139	0	0	0
87.0	3.587139	0	0	0
88.0	3.587139	0	0	0
89.0	3.587139	0	0	0
90.0	3.587139	0	0	0
91.0	3.587139	0	0	0
92.0	3.587139	0	0	0
93.0	3.587139	0	0	0
94.0	3.587139	0	0	0
95.0	3.587139	0	0	0
96.0	3.587139	0	0	0
97.0	3.587139	0	0	0
98.0	3.587139	0	0	0
99.0	3.587139	0	0	0
100.0	3.587139	0	0	0

