## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT Pool5.sorted.bam --OUTPUT Pool5.sorted.bamdeDup.bam --METRICS_FILE Pool5.sorted.bam_deDupMetrics.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 04 11:29:59 AST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Zostera	103128	150332598	908005	8203776	62205	26009240	2340669	0.173159	411901569

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.013107	103219573	0	104795011
2.0	1.716423	17248033	2225806	16236381
3.0	2.204676	3097595	55067	2682876
4.0	2.543628	581924	1525	469449
5.0	2.778935	121216	37	93976
6.0	2.942288	30982	0	24593
7.0	3.055691	11106	1	9402
8.0	3.134417	5066	0	4503
9.0	3.18907	2857	0	2581
10.0	3.227011	1645	0	1559
11.0	3.25335	1150	0	1015
12.0	3.271635	711	0	659
13.0	3.284329	486	0	439
14.0	3.293141	313	0	290
15.0	3.299258	203	0	193
16.0	3.303505	154	0	125
17.0	3.306454	99	0	104
18.0	3.3085	79	0	62
19.0	3.309921	55	0	45
20.0	3.310908	34	0	27
21.0	3.311592	19	0	14
22.0	3.312068	8	0	14
23.0	3.312398	15	0	16
24.0	3.312627	11	0	5
25.0	3.312786	5	0	2
26.0	3.312896	4	0	6
27.0	3.312973	7	0	3
28.0	3.313026	1	0	2
29.0	3.313063	1	0	2
30.0	3.313089	2	0	1
31.0	3.313107	1	0	0
32.0	3.313119	1	0	1
33.0	3.313128	1	0	1
34.0	3.313134	0	0	0
35.0	3.313138	0	0	0
36.0	3.313141	0	0	0
37.0	3.313143	1	0	1
38.0	3.313144	0	0	0
39.0	3.313145	0	0	0
40.0	3.313146	0	0	0
41.0	3.313146	0	0	0
42.0	3.313146	0	0	0
43.0	3.313147	0	0	0
44.0	3.313147	0	0	0
45.0	3.313147	0	0	0
46.0	3.313147	0	0	0
47.0	3.313147	0	0	0
48.0	3.313147	0	0	0
49.0	3.313147	0	0	0
50.0	3.313147	0	0	0
51.0	3.313147	0	0	0
52.0	3.313147	0	0	0
53.0	3.313147	0	0	0
54.0	3.313147	0	0	0
55.0	3.313147	0	0	0
56.0	3.313147	0	0	0
57.0	3.313147	0	0	0
58.0	3.313147	0	0	0
59.0	3.313147	0	0	0
60.0	3.313147	0	0	0
61.0	3.313147	0	0	0
62.0	3.313147	0	0	0
63.0	3.313147	0	0	0
64.0	3.313147	0	0	0
65.0	3.313147	0	0	0
66.0	3.313147	0	0	0
67.0	3.313147	0	0	0
68.0	3.313147	0	0	0
69.0	3.313147	0	0	0
70.0	3.313147	0	0	0
71.0	3.313147	0	0	0
72.0	3.313147	0	0	0
73.0	3.313147	0	0	0
74.0	3.313147	0	0	0
75.0	3.313147	0	0	0
76.0	3.313147	0	0	0
77.0	3.313147	0	0	0
78.0	3.313147	0	0	0
79.0	3.313147	0	0	0
80.0	3.313147	0	0	0
81.0	3.313147	0	0	0
82.0	3.313147	0	0	0
83.0	3.313147	0	0	0
84.0	3.313147	0	0	0
85.0	3.313147	0	0	0
86.0	3.313147	0	0	0
87.0	3.313147	0	0	0
88.0	3.313147	0	0	0
89.0	3.313147	0	0	0
90.0	3.313147	0	0	0
91.0	3.313147	0	0	0
92.0	3.313147	0	0	0
93.0	3.313147	0	0	0
94.0	3.313147	0	0	0
95.0	3.313147	0	0	0
96.0	3.313147	0	0	0
97.0	3.313147	0	0	0
98.0	3.313147	0	0	0
99.0	3.313147	0	0	0
100.0	3.313147	0	0	0

