## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT Pool22.sorted.bam --OUTPUT Pool22.sorted.bamdeDup.bam --METRICS_FILE Pool22.sorted.bam_deDupMetrics.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 04 11:29:59 AST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Zostera	194888	92928078	1145486	27048630	91050	12086367	1330841	0.130415	358863995

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.01273	70333216	0	71331656
2.0	1.794417	9136740	1271980	8409676
3.0	2.397771	1193421	28321	973132
4.0	2.863476	154700	710	111971
5.0	3.222936	20254	21	13182
6.0	3.500389	2781	1	1739
7.0	3.714544	484	0	278
8.0	3.879842	89	0	61
9.0	4.00743	14	0	6
10.0	4.105909	7	0	5
11.0	4.181922	1	0	1
12.0	4.240593	2	0	2
13.0	4.285879	0	0	0
14.0	4.320833	1	0	1
15.0	4.347813	0	0	0
16.0	4.368638	0	0	0
17.0	4.384712	0	0	0
18.0	4.397119	1	0	1
19.0	4.406695	0	0	0
20.0	4.414087	0	0	0
21.0	4.419792	0	0	0
22.0	4.424196	0	0	0
23.0	4.427595	0	0	0
24.0	4.430218	0	0	0
25.0	4.432243	0	0	0
26.0	4.433806	0	0	0
27.0	4.435013	0	0	0
28.0	4.435944	0	0	0
29.0	4.436663	0	0	0
30.0	4.437217	0	0	0
31.0	4.437646	0	0	0
32.0	4.437976	0	0	0
33.0	4.438231	0	0	0
34.0	4.438428	0	0	0
35.0	4.43858	0	0	0
36.0	4.438698	0	0	0
37.0	4.438788	0	0	0
38.0	4.438858	0	0	0
39.0	4.438912	0	0	0
40.0	4.438954	0	0	0
41.0	4.438986	0	0	0
42.0	4.439011	0	0	0
43.0	4.43903	0	0	0
44.0	4.439044	0	0	0
45.0	4.439056	0	0	0
46.0	4.439065	0	0	0
47.0	4.439072	0	0	0
48.0	4.439077	0	0	0
49.0	4.439081	0	0	0
50.0	4.439084	0	0	0
51.0	4.439086	0	0	0
52.0	4.439088	0	0	0
53.0	4.43909	0	0	0
54.0	4.439091	0	0	0
55.0	4.439092	0	0	0
56.0	4.439092	0	0	0
57.0	4.439093	0	0	0
58.0	4.439093	0	0	0
59.0	4.439093	0	0	0
60.0	4.439094	0	0	0
61.0	4.439094	0	0	0
62.0	4.439094	0	0	0
63.0	4.439094	0	0	0
64.0	4.439094	0	0	0
65.0	4.439094	0	0	0
66.0	4.439094	0	0	0
67.0	4.439094	0	0	0
68.0	4.439094	0	0	0
69.0	4.439094	0	0	0
70.0	4.439094	0	0	0
71.0	4.439094	0	0	0
72.0	4.439094	0	0	0
73.0	4.439094	0	0	0
74.0	4.439094	0	0	0
75.0	4.439094	0	0	0
76.0	4.439094	0	0	0
77.0	4.439094	0	0	0
78.0	4.439094	0	0	0
79.0	4.439094	0	0	0
80.0	4.439094	0	0	0
81.0	4.439095	0	0	0
82.0	4.439095	0	0	0
83.0	4.439095	0	0	0
84.0	4.439095	0	0	0
85.0	4.439095	0	0	0
86.0	4.439095	0	0	0
87.0	4.439095	0	0	0
88.0	4.439095	0	0	0
89.0	4.439095	0	0	0
90.0	4.439095	0	0	0
91.0	4.439095	0	0	0
92.0	4.439095	0	0	0
93.0	4.439095	0	0	0
94.0	4.439095	0	0	0
95.0	4.439095	0	0	0
96.0	4.439095	0	0	0
97.0	4.439095	0	0	0
98.0	4.439095	0	0	0
99.0	4.439095	0	0	0
100.0	4.439095	0	0	0

