## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT Pool3.sorted.bam --OUTPUT Pool3.sorted.bamdeDup.bam --METRICS_FILE Pool3.sorted.bam_deDupMetrics.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 04 11:29:59 AST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Zostera	96331	130680751	761425	10726603	56372	22698394	1766528	0.173845	352728133

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.011323	89509598	0	90684327
2.0	1.709539	15087802	1688208	14348892
3.0	2.191587	2742042	37708	2423691
4.0	2.524392	508066	929	419084
5.0	2.75416	99590	28	77768
6.0	2.912792	22474	1	17663
7.0	3.022311	6777	0	5565
8.0	3.097923	2659	0	2333
9.0	3.150125	1309	0	1206
10.0	3.186166	796	0	696
11.0	3.211048	462	0	420
12.0	3.228227	291	0	266
13.0	3.240087	159	0	153
14.0	3.248275	125	0	107
15.0	3.253929	75	0	68
16.0	3.257831	39	0	34
17.0	3.260526	31	0	29
18.0	3.262386	24	0	23
19.0	3.263671	10	0	10
20.0	3.264557	9	0	7
21.0	3.26517	8	0	7
22.0	3.265592	2	0	1
23.0	3.265884	3	0	1
24.0	3.266086	1	0	3
25.0	3.266225	2	0	0
26.0	3.266321	0	0	0
27.0	3.266387	1	0	1
28.0	3.266433	0	0	1
29.0	3.266464	1	0	0
30.0	3.266486	0	0	0
31.0	3.266501	0	0	0
32.0	3.266512	0	0	0
33.0	3.266519	1	0	1
34.0	3.266524	0	0	0
35.0	3.266527	0	0	0
36.0	3.26653	0	0	0
37.0	3.266531	0	0	0
38.0	3.266532	0	0	0
39.0	3.266533	0	0	0
40.0	3.266534	0	0	0
41.0	3.266534	0	0	0
42.0	3.266534	0	0	0
43.0	3.266534	0	0	0
44.0	3.266535	0	0	0
45.0	3.266535	0	0	0
46.0	3.266535	0	0	0
47.0	3.266535	0	0	0
48.0	3.266535	0	0	0
49.0	3.266535	0	0	0
50.0	3.266535	0	0	0
51.0	3.266535	0	0	0
52.0	3.266535	0	0	0
53.0	3.266535	0	0	0
54.0	3.266535	0	0	0
55.0	3.266535	0	0	0
56.0	3.266535	0	0	0
57.0	3.266535	0	0	0
58.0	3.266535	0	0	0
59.0	3.266535	0	0	0
60.0	3.266535	0	0	0
61.0	3.266535	0	0	0
62.0	3.266535	0	0	0
63.0	3.266535	0	0	0
64.0	3.266535	0	0	0
65.0	3.266535	0	0	0
66.0	3.266535	0	0	0
67.0	3.266535	0	0	0
68.0	3.266535	0	0	0
69.0	3.266535	0	0	0
70.0	3.266535	0	0	0
71.0	3.266535	0	0	0
72.0	3.266535	0	0	0
73.0	3.266535	0	0	0
74.0	3.266535	0	0	0
75.0	3.266535	0	0	0
76.0	3.266535	0	0	0
77.0	3.266535	0	0	0
78.0	3.266535	0	0	0
79.0	3.266535	0	0	0
80.0	3.266535	0	0	0
81.0	3.266535	0	0	0
82.0	3.266535	0	0	0
83.0	3.266535	0	0	0
84.0	3.266535	0	0	0
85.0	3.266535	0	0	0
86.0	3.266535	0	0	0
87.0	3.266535	0	0	0
88.0	3.266535	0	0	0
89.0	3.266535	0	0	0
90.0	3.266535	0	0	0
91.0	3.266535	0	0	0
92.0	3.266535	0	0	0
93.0	3.266535	0	0	0
94.0	3.266535	0	0	0
95.0	3.266535	0	0	0
96.0	3.266535	0	0	0
97.0	3.266535	0	0	0
98.0	3.266535	0	0	0
99.0	3.266535	0	0	0
100.0	3.266535	0	0	0

