## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT Pool16.sorted.bam --OUTPUT Pool16.sorted.bamdeDup.bam --METRICS_FILE Pool16.sorted.bam_deDupMetrics.txt --REMOVE_DUPLICATES true --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 2 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 04 11:29:59 AST 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Zostera	137466	86961162	535038	19540060	78840	16030767	1305145	0.184651	219667051

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
1.0	1.012422	58114520	0	58951604
2.0	1.693872	10274611	1239813	9772512
3.0	2.15255	2022310	31322	1785534
4.0	2.46128	406795	862	334186
5.0	2.669084	84636	23	65401
6.0	2.808954	19075	2	14511
7.0	2.903099	5233	0	4037
8.0	2.966467	1722	0	1357
9.0	3.009119	727	0	594
10.0	3.037828	333	0	293
11.0	3.057152	197	0	165
12.0	3.070159	98	0	87
13.0	3.078913	61	0	46
14.0	3.084806	31	0	25
15.0	3.088772	16	0	17
16.0	3.091442	9	0	9
17.0	3.093238	6	0	3
18.0	3.094448	5	0	4
19.0	3.095262	2	0	2
20.0	3.09581	0	0	0
21.0	3.096179	0	0	2
22.0	3.096427	3	0	1
23.0	3.096594	0	0	0
24.0	3.096707	0	0	0
25.0	3.096782	1	0	1
26.0	3.096833	1	0	1
27.0	3.096868	1	0	1
28.0	3.096891	0	0	0
29.0	3.096906	1	0	1
30.0	3.096917	0	0	0
31.0	3.096924	0	0	0
32.0	3.096928	0	0	0
33.0	3.096932	0	0	0
34.0	3.096934	0	0	0
35.0	3.096935	0	0	0
36.0	3.096936	0	0	0
37.0	3.096937	0	0	0
38.0	3.096937	0	0	0
39.0	3.096938	0	0	0
40.0	3.096938	0	0	0
41.0	3.096938	0	0	0
42.0	3.096938	0	0	0
43.0	3.096938	1	0	1
44.0	3.096938	0	0	0
45.0	3.096938	0	0	0
46.0	3.096938	0	0	0
47.0	3.096938	0	0	0
48.0	3.096938	0	0	0
49.0	3.096938	0	0	0
50.0	3.096938	0	0	0
51.0	3.096938	0	0	0
52.0	3.096938	0	0	0
53.0	3.096938	0	0	0
54.0	3.096938	0	0	0
55.0	3.096938	0	0	0
56.0	3.096938	0	0	0
57.0	3.096938	0	0	0
58.0	3.096938	0	0	0
59.0	3.096938	0	0	0
60.0	3.096938	0	0	0
61.0	3.096938	0	0	0
62.0	3.096938	0	0	0
63.0	3.096938	0	0	0
64.0	3.096938	0	0	0
65.0	3.096938	0	0	0
66.0	3.096938	0	0	0
67.0	3.096938	0	0	0
68.0	3.096938	0	0	0
69.0	3.096938	0	0	0
70.0	3.096938	0	0	0
71.0	3.096938	0	0	0
72.0	3.096938	0	0	0
73.0	3.096938	0	0	0
74.0	3.096938	0	0	0
75.0	3.096938	0	0	0
76.0	3.096938	0	0	0
77.0	3.096938	0	0	0
78.0	3.096938	0	0	0
79.0	3.096938	0	0	0
80.0	3.096938	0	0	0
81.0	3.096938	0	0	0
82.0	3.096938	0	0	0
83.0	3.096938	0	0	0
84.0	3.096938	0	0	0
85.0	3.096938	0	0	0
86.0	3.096938	0	0	0
87.0	3.096938	0	0	0
88.0	3.096938	0	0	0
89.0	3.096938	0	0	0
90.0	3.096938	0	0	0
91.0	3.096938	0	0	0
92.0	3.096938	0	0	0
93.0	3.096938	0	0	0
94.0	3.096938	0	0	0
95.0	3.096938	0	0	0
96.0	3.096938	0	0	0
97.0	3.096938	0	0	0
98.0	3.096938	0	0	0
99.0	3.096938	0	0	0
100.0	3.096938	0	0	0

